Station Name,lat,lon
cape-capstan,"45° 28' 00"" N","64° 50' 60"" W"
cape-cliff,"45° 52' 60"" N","63° 28' 00"" W"
cape-dor,"45° 16' 60"" N","64° 46' 00"" W"
cape-enrage,"45° 36' 00"" N","64° 46' 60"" W"
cape-sharp,"45° 22' 00"" N","64° 22' 60"" W"
caribou,"45° 43' 60"" N","62° 40' 60"" W"
centreville,"44° 32' 60"" N","66° 01' 60"" W"
chezzetcook-inlet,"44° 46' 60"" N","63° 13' 60"" W"
church-point,"44° 19' 60"" N","66° 07' 00"" W"
clarks-harbour,"43° 27' 00"" N","65° 37' 60"" W"
cliff-cove,"44° 31' 00"" N","63° 55' 60"" W"
cobequid-bay,"45° 22' 00"" N","63° 43' 60"" W"
cribbons-point,"45° 45' 00"" N","61° 53' 60"" W"
cumberland-basin,"45° 40' 00"" N","64° 31' 00"" W"
deep-cove,"44° 40' 00"" N","65° 49' 60"" W"
diligent-river,"45° 23' 60"" N","64° 25' 00"" W"
dingwall,"46° 53' 60"" N","60° 28' 00"" W"
east-margaree-bridge,"46° 23' 60"" N","61° 04' 60"" W"
east-sandy-cove,"44° 28' 60"" N","66° 04' 60"" W"
economy-inshore-5,"45° 19' 00"" N","63° 53' 60"" W"
ecum-secum,"44° 58' 00"" N","62° 07' 60"" W"
etang-du-nord,"47° 22' 00"" N","61° 58' 00"" W"
five-islands,"45° 22' 60"" N","64° 04' 00"" W"
flat-island,"43° 30' 00"" N","66° 00' 00"" W"
fourchu,"45° 43' 00"" N","60° 15' 00"" W"
fundy-offshore-1,"42° 49' 00"" N","63° 13' 00"" W"
fundy-offshore-21,"42° 37' 00"" N","64° 22' 00"" W"
fundy-offshore-22a,"42° 07' 00"" N","65° 02' 60"" W"
fundy-offshore-22b,"42° 02' 60"" N","65° 37' 60"" W"
fundy-offshore-23,"40° 22' 00"" N","67° 45' 00"" W"
fundy-offshore-3,"41° 43' 60"" N","65° 47' 60"" W"
fundy-offshore-4,"40° 45' 00"" N","66° 50' 60"" W"
fundy-offshore-6,"42° 28' 00"" N","67° 43' 00"" W"
gannet-rock,"44° 31' 00"" N","66° 46' 60"" W"
grand-eddy,"44° 23' 60"" N","66° 12' 00"" W"
grande-entree,"47° 32' 60"" N","61° 32' 60"" W"
halifax,"44° 40' 00"" N","63° 34' 60"" W"
hantsport,"45° 04' 00"" N","64° 10' 00"" W"
havre-aubert-amherst,"47° 13' 60"" N","61° 50' 50"" W"
hubbards,"44° 37' 60"" N","64° 02' 60"" W"
ile-dentree,"47° 16' 60"" N","61° 43' 00"" W"
indian-harbour,"44° 31' 00"" N","63° 55' 60"" W"
ingomar,"43° 34' 00"" N","65° 19' 60"" W"
johnstown,"45° 47' 60"" N","60° 45' 00"" W"
kelleys-cove,"43° 46' 60"" N","66° 07' 60"" W"
la-have-bank,"42° 53' 60"" N","64° 13' 60"" W"
la-pointe,"46° 36' 00"" N","61° 02' 60"" W"
larrys-river,"45° 13' 00"" N","61° 22' 60"" W"
leslie,"47° 37' 00"" N","61° 31' 00"" W"
lighthouse-cove,"44° 15' 00"" N","66° 24' 00"" W"
little-harbour,"44° 43' 00"" N","62° 51' 00"" W"
liverpool,"44° 02' 60"" N","64° 43' 00"" W"
louisbourg,"45° 55' 00"" N","59° 58' 00"" W"
lower-wedgeport,"43° 43' 00"" N","65° 58' 60"" W"
lunenburg,"44° 22' 00"" N","64° 19' 00"" W"
malagash,"45° 46' 60"" N","63° 16' 60"" W"
margaree-breakwater,"46° 27' 00"" N","61° 07' 00"" W"
margaree-trailer,"46° 25' 60"" N","61° 07' 00"" W"
margretsville,"45° 02' 60"" N","65° 04' 00"" W"
marie-joseph,"44° 58' 00"" N","62° 04' 60"" W"
meteghan,"44° 12' 00"" N","66° 10' 00"" W"
mill-cove,"44° 34' 60"" N","64° 04' 00"" W"
millerand,"47° 12' 48"" N","61° 59' 13"" W"
minas-basin,"45° 19' 00"" N","64° 12' 00"" W"
murphy-cove,"44° 46' 60"" N","62° 45' 00"" W"
old-harry,"47° 34' 00"" N","61° 28' 00"" W"
owls-head,"44° 34' 60"" N","63° 55' 00"" W"
parkers-cove,"44° 47' 60"" N","65° 31' 60"" W"
parrsboro,"45° 22' 00"" N","64° 19' 60"" W"
pecks-point,"45° 45' 00"" N","64° 28' 60"" W"
petit-de-grat,"45° 30' 00"" N","60° 58' 00"" W"
pictou,"45° 40' 60"" N","62° 42' 00"" W"
pictou-island,"45° 47' 60"" N","62° 34' 60"" W"
pinkney-point,"43° 42' 00"" N","66° 04' 00"" W"
point-tupper,"45° 36' 00"" N","61° 22' 00"" W"
pointe-basse,"47° 22' 60"" N","61° 46' 60"" W"
port-bickerton,"45° 06' 00"" N","61° 43' 60"" W"
port-dufferin,"44° 53' 60"" N","62° 22' 00"" W"
port-greville,"45° 23' 60"" N","64° 32' 60"" W"
port-hawkesbury,"45° 37' 00"" N","61° 22' 00"" W"
port-maitland,"43° 58' 60"" N","66° 09' 00"" W"
port-mouton,"43° 55' 60"" N","64° 50' 60"" W"
prospect,"44° 27' 00"" N","63° 46' 60"" W"
sable-bank,"43° 04' 60"" N","59° 57' 00"" W"
sable-island,"43° 58' 00"" N","59° 47' 60"" W"
sable-island-drill-site,"44° 01' 60"" N","59° 36' 00"" W"
salmon-river-bridge,"44° 46' 00"" N","63° 02' 60"" W"
sambro-harbour,"44° 28' 60"" N","63° 36' 00"" W"
sand-point,"45° 31' 00"" N","61° 16' 00"" W"
sandy-cove,"44° 30' 00"" N","66° 05' 60"" W"
sandy-point,"43° 42' 00"" N","65° 19' 60"" W"
scots-bay,"45° 19' 00"" N","64° 25' 60"" W"
seal-island,"43° 28' 60"" N","66° 00' 00"" W"
sherbrooke,"45° 07' 60"" N","61° 58' 60"" W"
skinner-cove,"45° 47' 60"" N","63° 02' 60"" W"
spry-harbour,"44° 49' 60"" N","62° 37' 00"" W"
strait-of-canso-bass,"45° 28' 00"" N","61° 10' 60"" W"
sydney,"46° 08' 60"" N","60° 12' 00"" W"
table-head-point,"46° 19' 60"" N","60° 22' 00"" W"
tiverton-boars-head-rd,"44° 23' 60"" N","66° 13' 00"" W"
tomlee-bay,"44° 49' 60"" N","62° 36' 00"" W"
tusket,"43° 51' 00"" N","65° 58' 60"" W"
upper-port-latour,"43° 31' 00"" N","65° 28' 00"" W"
walton,"45° 13' 00"" N","64° 00' 00"" W"
wedgeport,"43° 43' 60"" N","65° 58' 60"" W"
west-advocate,"45° 21' 00"" N","64° 49' 00"" W"
west-head,"43° 28' 00"" N","65° 39' 00"" W"
west-narrows,"44° 23' 60"" N","66° 13' 00"" W"
west-newdy-quoddy,"44° 53' 60"" N","62° 19' 00"" W"
whitehead,"45° 13' 60"" N","61° 10' 60"" W"
windsor,"45° 00' 00"" N","64° 07' 60"" W"
woods-harbour,"43° 31' 60"" N","65° 43' 60"" W"
lower-attawaspiskat,"52° 58' 00"" N","82° 16' 00"" W"
moosonee-james-bay,"51° 16' 60"" N","80° 37' 60"" W"
nicholson-creek,"51° 17' 60"" N","80° 34' 00"" W"
revillon-wharf,"51° 16' 60"" N","80° 37' 00"" W"
sand-head,"51° 25' 00"" N","80° 20' 60"" W"
upper-attawaspiskat,"52° 55' 00"" N","82° 25' 60"" W"
winisk,"55° 16' 60"" N","85° 05' 60"" W"
canoe-cove,"46° 08' 60"" N","63° 17' 60"" W"
cape-bald,"46° 13' 60"" N","64° 13' 60"" W"
cape-egmont,"46° 23' 60"" N","64° 07' 60"" W"
ellerslie,"46° 36' 12"" N","63° 49' 19"" W"
etang-de-louest,"47° 15' 00"" N","62° 01' 00"" W"
graham-pond,"46° 06' 00"" N","62° 27' 00"" W"
malpeque,"46° 31' 60"" N","63° 42' 00"" W"
miminegash,"46° 52' 60"" N","64° 13' 60"" W"
montague,"46° 01' 00"" N","62° 38' 60"" W"
murray-harbour,"46° 01' 00"" N","62° 28' 60"" W"
north-lake-harbour,"46° 28' 00"" N","62° 04' 00"" W"
north-point,"47° 04' 00"" N","63° 58' 60"" W"
port-borden,"46° 15' 00"" N","63° 42' 00"" W"
prim-point,"46° 02' 60"" N","63° 01' 60"" W"
savage-harbour,"46° 25' 60"" N","62° 51' 00"" W"
skinners-pond,"46° 57' 00"" N","64° 07' 00"" W"
souris,"46° 21' 00"" N","62° 15' 00"" W"
summerside,"46° 22' 60"" N","63° 46' 60"" W"
victoria,"46° 13' 00"" N","63° 02' 60"" W"
west-point,"46° 37' 00"" N","64° 22' 60"" W"
wood-island,"45° 57' 00"" N","62° 43' 60"" W"
agvik-island,"60° 01' 00"" N","69° 42' 00"" W"
akulivik-hudson-bay,"60° 47' 60"" N","78° 13' 00"" W"
anderson-island-hudson,"56° 01' 60"" N","76° 04' 00"" W"
anse-aux-gascons,"48° 10' 60"" N","64° 52' 00"" W"
babs-bay-hudson-bay,"60° 46' 00"" N","78° 19' 00"" W"
baie-comeau,"49° 13' 60"" N","68° 07' 60"" W"
basking-island,"59° 58' 60"" N","70° 04' 60"" W"
bassin-de-la-riviere-st-charles,"46° 49' 00"" N","71° 12' 00"" W"
batiscan,"46° 30' 00"" N","72° 15' 00"" W"
becancour,"46° 23' 60"" N","72° 22' 60"" W"
belanger-island,"56° 07' 60"" N","76° 43' 00"" W"
berthier,"46° 55' 60"" N","70° 43' 60"" W"
bic,"48° 22' 60"" N","68° 43' 60"" W"
bill-of-portland-island,"55° 01' 60"" N","77° 45' 00"" W"
bonsecours,"47° 07' 60"" N","70° 22' 00"" W"
brickyard,"46° 32' 60"" N","72° 09' 00"" W"
cacouna-harbour,"47° 55' 60"" N","69° 31' 00"" W"
cap-aux-oies,"47° 28' 60"" N","70° 13' 60"" W"
cap-de-rabast,"49° 57' 00"" N","64° 09' 00"" W"
cap-despoir,"48° 25' 37"" N","64° 19' 53"" W"
cap-a-la-roche,"46° 34' 00"" N","72° 05' 60"" W"
cap-aux-corbeaux,"47° 25' 60"" N","70° 27' 00"" W"
cape-acadia,"61° 34' 60"" N","78° 52' 00"" W"
carleton-centre,"48° 06' 00"" N","66° 07' 60"" W"
champlain,"46° 25' 60"" N","72° 20' 60"" W"
chicoutimi,"48° 25' 60"" N","71° 04' 60"" W"
cloridorme,"49° 10' 60"" N","64° 49' 60"" W"
deception-bay,"62° 08' 60"" N","74° 45' 00"" W"
doctor-island,"61° 40' 60"" N","71° 34' 00"" W"
douglas-harbour,"61° 55' 00"" N","72° 37' 00"" W"
duck-island,"55° 45' 00"" N","77° 12' 00"" W"
eastmain,"52° 01' 00"" N","78° 02' 60"" W"
eastmain-river,"52° 15' 00"" N","78° 32' 60"" W"
forestville,"48° 43' 60"" N","69° 04' 60"" W"
fort-chimo,"58° 06' 00"" N","68° 19' 00"" W"
ft-george-river-loon-point,"53° 51' 00"" N","79° 02' 60"" W"
george-river-derived,"58° 31' 00"" N","66° 00' 00"" W"
gillies-island,"56° 32' 60"" N","76° 37' 60"" W"
grande-ile,"47° 37' 00"" N","69° 52' 00"" W"
grande-riviere,"48° 23' 60"" N","64° 30' 00"" W"
grande-vallee,"49° 13' 60"" N","65° 07' 60"" W"
great-whale-river,"55° 16' 00"" N","77° 46' 00"" W"
grist-mill,"46° 38' 60"" N","71° 54' 00"" W"
grondines,"46° 34' 60"" N","72° 01' 60"" W"
gros-cacouna,"47° 55' 60"" N","69° 31' 00"" W"
grosse-ile,"47° 01' 60"" N","70° 40' 00"" W"
havre-de-beaubassin,"48° 01' 60"" N","65° 28' 60"" W"
ile-verte,"48° 02' 60"" N","69° 25' 00"" W"
ile-aux-grues,"47° 03' 28"" N","70° 32' 43"" W"
ile-aux-lievres,"47° 53' 60"" N","69° 40' 60"" W"
immigration-wharf,"46° 47' 60"" N","71° 13' 60"" W"
inenew-passage,"51° 43' 60"" N","79° 01' 60"" W"
islets-perces,"46° 07' 00"" N","72° 57' 00"" W"
koartac,"61° 02' 60"" N","69° 37' 60"" W"
koksoak-river-west-entrance,"58° 31' 60"" N","68° 12' 00"" W"
la-grande-riviere,"53° 49' 00"" N","78° 55' 00"" W"
lac-st-pierre,"46° 10' 60"" N","72° 54' 00"" W"
le-petit-pelerin,"47° 42' 00"" N","69° 46' 00"" W"
leaf-basin,"58° 43' 60"" N","69° 04' 60"" W"
les-escoumins,"48° 21' 00"" N","69° 22' 60"" W"
little-whale-river,"56° 00' 00"" N","74° 46' 00"" W"
louiseville,"46° 13' 00"" N","72° 55' 60"" W"
mctavish-island,"57° 02' 60"" N","76° 52' 00"" W"
mont-louis,"49° 13' 60"" N","65° 43' 60"" W"
montmorency,"46° 52' 00"" N","71° 09' 00"" W"
neuville,"46° 42' 00"" N","71° 34' 00"" W"
nicolet,"46° 13' 60"" N","72° 37' 00"" W"
petite-riviere,"48° 24' 38"" N","64° 24' 47"" W"
pointe-au-platon,"46° 39' 13"" N","71° 49' 35"" W"
pointe-howatson,"48° 07' 60"" N","65° 04' 60"" W"
pointe-au-pere,"48° 31' 00"" N","68° 28' 00"" W"
pointe-au-pic,"47° 37' 00"" N","70° 02' 60"" W"
pointe-aux-orignaux,"47° 28' 60"" N","70° 01' 60"" W"
port-cartier,"50° 01' 60"" N","66° 46' 60"" W"
port-st-francois,"46° 16' 00"" N","72° 37' 00"" W"
port-alfred,"48° 19' 00"" N","70° 52' 60"" W"
port-menier,"49° 49' 00"" N","64° 22' 00"" W"
portneuf,"46° 40' 60"" N","71° 52' 60"" W"
rimouski,"48° 25' 60"" N","68° 32' 60"" W"
riviere-au-tonnerre,"50° 16' 60"" N","64° 46' 60"" W"
riviere-au-renard,"49° 00' 00"" N","64° 22' 60"" W"
riviere-du-loup,"47° 51' 00"" N","69° 34' 00"" W"
roggan-river,"54° 22' 60"" N","79° 02' 60"" W"
saint-godefroi,"48° 01' 60"" N","65° 05' 60"" W"
saint-nicolas,"46° 43' 00"" N","71° 22' 60"" W"
sandy-beach-centre,"48° 49' 10"" N","64° 25' 44"" W"
sault-au-cochon,"47° 12' 00"" N","70° 37' 60"" W"
sorel,"46° 02' 60"" N","73° 07' 00"" W"
st-bernard-de-lile,"47° 27' 00"" N","70° 22' 00"" W"
st-francois,"47° 00' 00"" N","70° 49' 00"" W"
st-irenee,"47° 31' 00"" N","70° 01' 00"" W"
st-jean-dorleans,"46° 55' 00"" N","70° 54' 00"" W"
st-jean-port-joli,"47° 13' 00"" N","70° 16' 00"" W"
st-joachim,"47° 02' 60"" N","70° 50' 60"" W"
st-joseph-de-la-rive,"47° 27' 00"" N","70° 22' 00"" W"
st-laurent-dorleans,"46° 52' 00"" N","71° 00' 00"" W"
st-lawrence-mooring,"47° 28' 00"" N","70° 05' 60"" W"
st-romuald,"46° 46' 00"" N","71° 13' 60"" W"
st-simeon,"47° 49' 60"" N","69° 52' 60"" W"
ste-anne-de-beaupre,"47° 01' 00"" N","70° 55' 60"" W"
ste-anne-de-portneuf,"48° 37' 60"" N","69° 04' 60"" W"
sugluk,"62° 13' 00"" N","75° 39' 00"" W"
tadoussac-saguenay-river,"48° 07' 60"" N","69° 43' 00"" W"
traverse-st-roch,"47° 23' 60"" N","70° 13' 60"" W"
trois-pistoles,"48° 07' 60"" N","69° 10' 60"" W"
trois-rivieres,"46° 21' 00"" N","72° 32' 60"" W"
tukarak,"56° 19' 00"" N","78° 04' 60"" W"
baie-de-brador,"51° 28' 00"" N","57° 16' 00"" W"
baie-des-moutons,"50° 46' 00"" N","59° 01' 60"" W"
baie-johan-beetz,"50° 16' 60"" N","62° 47' 60"" W"
blanc-sablon,"51° 25' 00"" N","57° 08' 60"" W"
gethsemani,"50° 13' 00"" N","60° 40' 60"" W"
harrington-harbour,"50° 30' 00"" N","59° 28' 60"" W"
ile-brion-magdalen,"47° 46' 60"" N","61° 30' 00"" W"
la-tabatiere,"50° 49' 60"" N","58° 58' 00"" W"
millerand,"47° 07' 00"" N","61° 52' 60"" W"
st-augustin,"51° 13' 00"" N","58° 38' 60"" W"
tete-a-la-baleine,"50° 40' 60"" N","59° 13' 60"" W"
ireland-island,"32° 18' 52"" N","64° 49' 26"" W"
ferry-reach,"32° 22' 08"" N","64° 41' 42"" W"
bermuda-esso-pier,"32° 22' 24"" N","64° 42' 12"" W"
bridgetown-barbados,"13° 05' 60"" N","59° 37' 60"" W"
schottegat-curazao,"12° 07' 00"" N","68° 55' 60"" W"
roseau-dominica,"15° 18' 01"" N","61° 23' 34"" W"
grenada,"12° 04' 00"" N","61° 45' 00"" W"
guadeloupe,"16° 13' 53"" N","61° 32' 06"" W"
barbuda,"17° 35' 27"" N","61° 49' 14"" W"
fort-de-france-martinique,"14° 34' 60"" N","61° 02' 60"" W"
gustavia-saint-barthelemy,"17° 53' 50"" N","62° 51' 11"" W"
lime-tree-bay-saint-croix,"17° 41' 04"" N","64° 45' 14"" W"
christiansted-harbor-st-croix,"17° 45' 00"" N","64° 42' 18"" W"
fredericksted-st-croix,"17° 42' 48"" N","64° 52' 60"" W"
castries-saint-lucia,"14° 00' 55"" N","61° 00' 16"" W"
vieux-fort-bay-saint-lucia,"13° 43' 17"" N","60° 57' 38"" W"
magens-bay-saint-thomas,"18° 22' 01"" N","64° 56' 04"" W"
charlotte-amalie-saint-thomas,"18° 19' 56"" N","64° 55' 30"" W"
redhook-bay-saint-thomas,"18° 19' 27"" N","64° 50' 42"" W"
botany-bay-st-thomas-island,"18° 21' 48"" N","65° 02' 06"" W"
dog-island-st-thomas,"18° 17' 50"" N","64° 49' 04"" W"
dorothea-bay-saint-thomas-island,"18° 22' 16"" N","64° 57' 49"" W"
water-bay,"18° 20' 56"" N","64° 51' 51"" W"
scarborough-trinidad-tobago,"11° 10' 60"" N","60° 43' 60"" W"
coral-harbor-st-johns-island,"18° 20' 54"" N","64° 43' 00"" W"
lameshur-bay-st-johns-island,"18° 19' 06"" N","64° 43' 27"" W"
leinster-point-leinster-bay-st-johns-island,"18° 22' 03"" N","64° 43' 15"" W"
lovango-cay-st-johns-island,"18° 21' 39"" N","64° 48' 13"" W"
guinchos-cay,"22° 45' 00"" N","78° 07' 00"" W"
elbow-cay-cay-sal-bank,"23° 56' 60"" N","80° 28' 00"" W"
fresh-creek-andros-island,"24° 44' 03"" N","77° 47' 43"" W"
north-cat-cay,"25° 33' 00"" N","79° 16' 60"" W"
north-bimini,"25° 43' 60"" N","79° 17' 60"" W"
memory-rock,"26° 56' 60"" N","79° 07' 00"" W"
settlement-point,"26° 42' 36"" N","78° 59' 48"" W"
pelican-harbor,"26° 22' 60"" N","76° 58' 00"" W"
nassau-new-providence-island,"25° 04' 60"" N","77° 20' 60"" W"
eleuthera-island-west-coast,"25° 15' 00"" N","76° 19' 00"" W"
eleuthera-island-east-coast,"24° 55' 60"" N","76° 09' 00"" W"
the-bight-cat-island,"24° 16' 59"" N","75° 25' 24"" W"
san-salvador,"24° 03' 00"" N","74° 32' 60"" W"
clarence-harbor-long-island,"23° 06' 10"" N","74° 57' 52"" W"
nurse-channel,"22° 31' 00"" N","75° 50' 60"" W"
datum-bay-acklin-island,"22° 10' 00"" N","74° 17' 60"" W"
mathew-town-great-inagua-island,"20° 56' 60"" N","73° 40' 60"" W"
abraham-bay-mayaguana-island,"22° 21' 35"" N","72° 59' 44"" W"
hawks-nest-anchorage-turks-islands,"21° 25' 60"" N","71° 07' 00"" W"
la-isabela,"22° 55' 60"" N","80° 00' 00"" W"
bahia-de-nuevitas-entrada,"21° 36' 27"" N","77° 06' 08"" W"
nuevitas-bahia-de-nuevitas,"21° 31' 43"" N","77° 15' 22"" W"
puerto-padre,"21° 12' 32"" N","76° 34' 49"" W"
puerto-de-gibara,"21° 07' 00"" N","76° 07' 00"" W"
bahia-de-nipe-entrada,"20° 46' 46"" N","75° 34' 04"" W"
antilla-bahia-de-nipe,"20° 49' 21"" N","75° 44' 12"" W"
bahia-de-levisa,"20° 45' 00"" N","75° 28' 00"" W"
bahia-de-sagua-de-tanamo,"20° 42' 46"" N","75° 19' 32"" W"
baracoa,"20° 21' 00"" N","74° 30' 00"" W"
punta-maisi,"20° 15' 00"" N","74° 07' 60"" W"
guantanamo-bay,"19° 53' 37"" N","75° 10' 41"" W"
puerto-santiago-cuba,"19° 58' 37"" N","75° 52' 21"" W"
puerto-de-pilon,"19° 53' 60"" N","77° 19' 00"" W"
manzanillo-golfo-de-guacanayabo,"20° 20' 59"" N","77° 07' 20"" W"
casilda,"21° 44' 46"" N","79° 59' 28"" W"
punta-pasacaballos,"22° 04' 20"" N","80° 27' 18"" W"
cienfuegos,"22° 08' 07"" N","80° 27' 17"" W"
carapachibey-isla-de-pinos,"21° 26' 42"" N","82° 55' 37"" W"
la-coloma,"22° 13' 53"" N","83° 34' 12"" W"
cabo-san-antonio,"21° 52' 00"" N","84° 58' 00"" W"
bahia-honda,"22° 58' 35"" N","83° 09' 41"" W"
la-habana,"23° 08' 36"" N","82° 21' 33"" W"
matanzas,"23° 03' 12"" N","81° 32' 23"" W"
cardenas,"23° 02' 55"" N","81° 11' 11"" W"
port-morant,"17° 52' 53"" N","76° 19' 23"" W"
port-royal,"17° 55' 60"" N","76° 50' 60"" W"
negril,"18° 16' 22"" N","78° 22' 08"" W"
montego-bay,"18° 27' 59"" N","77° 55' 40"" W"
st-anns-bay,"18° 26' 18"" N","77° 11' 59"" W"
grand-cayman,"19° 18' 31"" N","81° 20' 11"" W"
port-au-prince,"18° 32' 30"" N","72° 21' 36"" W"
jacmel,"18° 13' 25"" N","72° 32' 27"" W"
rio-masacre,"19° 42' 10"" N","71° 45' 26"" W"
puerto-plata,"19° 48' 19"" N","70° 42' 00"" W"
samana,"19° 11' 40"" N","69° 19' 54"" W"
sanchez,"19° 12' 57"" N","69° 36' 38"" W"
santo-domingo,"18° 27' 17"" N","69° 53' 26"" W"
la-parguera,"17° 58' 12"" N","67° 02' 47"" W"
guanica,"17° 57' 58"" N","66° 55' 24"" W"
penuelas-punta-guayanilla,"17° 58' 21"" N","66° 45' 42"" W"
ponce,"17° 58' 18"" N","66° 37' 37"" W"
playita-cortada,"17° 58' 16"" N","66° 26' 49"" W"
santa-isabel,"17° 57' 18"" N","66° 24' 24"" W"
las-mareas,"17° 55' 42"" N","66° 09' 30"" W"
arroyo,"17° 57' 27"" N","66° 04' 11"" W"
maunabo,"17° 59' 11"" N","65° 53' 36"" W"
yabucoa-harbor,"18° 03' 18"" N","65° 49' 59"" W"
isla-culebrita,"18° 19' 08"" N","65° 13' 55"" W"
bahia-salinas,"17° 57' 05"" N","67° 11' 48"" W"
puerto-ferro,"18° 06' 17"" N","65° 25' 55"" W"
vieques,"18° 08' 59"" N","65° 26' 49"" W"
isabel-segunda-vieques-island,"18° 09' 09"" N","65° 26' 38"" W"
esperanza-vieques-island,"18° 05' 38"" N","65° 28' 17"" W"
roosevelt-roads,"18° 13' 56"" N","65° 37' 40"" W"
ensenada-honda,"18° 17' 56"" N","65° 17' 05"" W"
culebra,"18° 18' 03"" N","65° 18' 09"" W"
bahia-de-fajardo,"18° 20' 08"" N","65° 37' 55"" W"
fajardo,"18° 20' 07"" N","65° 37' 52"" W"
isla-palominos,"18° 20' 42"" N","65° 34' 10"" W"
san-juan,"18° 27' 34"" N","66° 06' 50"" W"
arecibo,"18° 28' 50"" N","66° 42' 09"" W"
aguadilla,"18° 27' 24"" N","67° 09' 53"" W"
mayaguez,"18° 12' 22"" N","67° 09' 25"" W"
punta-guanajabo-mayagues,"18° 09' 54"" N","67° 10' 54"" W"
puerto-real,"18° 04' 29"" N","67° 11' 20"" W"
naguabo,"18° 11' 14"" N","65° 42' 41"" W"
limon,"09° 59' 39"" N","83° 01' 01"" W"
guanacaste,"10° 37' 38"" N","85° 43' 04"" W"
puntarenas,"09° 58' 02"" N","84° 51' 35"" W"
quepos,"09° 25' 37"" N","84° 10' 14"" W"
rincon-de-osa,"08° 40' 50"" N","83° 25' 32"" W"
garita-palmera,"13° 43' 13"" N","90° 04' 44"" W"
barra-de-santiago,"13° 41' 31"" N","90° 00' 48"" W"
playa-de-los-limones,"13° 41' 02"" N","89° 59' 42"" W"
playa-dorada,"13° 40' 32"" N","89° 58' 45"" W"
playa-costa-azul,"13° 38' 57"" N","89° 55' 36"" W"
playa-el-monzon,"13° 38' 18"" N","89° 54' 25"" W"
playa-metalio,"13° 37' 38"" N","89° 53' 16"" W"
playa-el-zunza,"13° 36' 50"" N","89° 51' 54"" W"
playa-el-limon,"13° 36' 02"" N","89° 50' 43"" W"
acajutla,"13° 34' 51"" N","89° 50' 19"" W"
playa-las-flores,"13° 33' 15"" N","89° 49' 46"" W"
los-cobanos,"13° 31' 18"" N","89° 48' 34"" W"
mizata,"13° 30' 32"" N","89° 35' 40"" W"
la-perla,"13° 29' 42"" N","89° 31' 12"" W"
taquillo,"13° 29' 50"" N","89° 29' 11"" W"
playa-rio-mar,"13° 29' 48"" N","89° 27' 45"" W"
el-zonte,"13° 29' 37"" N","89° 26' 29"" W"
playa-el-palmarcito,"13° 29' 39"" N","89° 24' 52"" W"
el-sunzal,"13° 29' 29"" N","89° 23' 29"" W"
playa-san-blas,"13° 29' 29"" N","89° 23' 29"" W"
la-libertad,"13° 28' 60"" N","89° 19' 00"" W"
playa-ticuisiapa,"13° 28' 40"" N","89° 16' 56"" W"
playa-san-diego,"13° 28' 20"" N","89° 16' 06"" W"
playa-el-amatal,"13° 27' 35"" N","89° 14' 32"" W"
playa-toluca,"13° 26' 48"" N","89° 12' 58"" W"
las-bocanitas,"13° 25' 01"" N","89° 09' 26"" W"
amatecampo,"13° 24' 40"" N","89° 08' 48"" W"
playa-el-pimental,"13° 23' 20"" N","89° 06' 24"" W"
playa-las-hojas,"13° 21' 23"" N","89° 02' 39"" W"
playa-san-marcelino,"13° 20' 59"" N","89° 01' 29"" W"
playa-costa-del-sol,"13° 20' 33"" N","89° 00' 25"" W"
la-colorada,"13° 15' 29"" N","88° 50' 12"" W"
el-triunfo,"13° 16' 03"" N","88° 33' 05"" W"
corral-de-mulas,"13° 12' 36"" N","88° 32' 13"" W"
playa-el-espino,"13° 10' 08"" N","88° 17' 44"" W"
el-cuco,"13° 10' 17"" N","88° 06' 30"" W"
el-tamarindo,"13° 10' 38"" N","87° 54' 43"" W"
la-union,"13° 19' 60"" N","87° 49' 00"" W"
livingston,"15° 49' 40"" N","88° 44' 27"" W"
puerto-barrios,"15° 44' 26"" N","88° 36' 47"" W"
ocos,"14° 30' 23"" N","92° 12' 01"" W"
tilapa,"14° 29' 52"" N","92° 11' 06"" W"
el-chico,"14° 24' 28"" N","92° 03' 36"" W"
manchon,"14° 23' 24"" N","92° 02' 11"" W"
champerico,"14° 17' 25"" N","91° 55' 02"" W"
tulate,"14° 09' 07"" N","91° 42' 52"" W"
chiquistepeque,"14° 06' 51"" N","91° 39' 16"" W"
tahuesco,"14° 05' 36"" N","91° 37' 21"" W"
